Date,CO_ppm,NO2_ppb,PM25_ugm3,YearMonth
2017-01-01,0.4,17.8,5.7,2017-01
2017-01-02,0.5,32.7,4.2,2017-01
2017-01-03,0.4,26.4,3.6,2017-01
2017-01-04,0.6,37.4,4.9,2017-01
2017-01-05,1.1,51.0,12.2,2017-01
2017-01-06,1.1,45.7,11.8,2017-01
2017-01-07,0.9,50.7,6.1,2017-01
2017-01-08,0.8,45.5,6.2,2017-01
2017-01-09,0.7,43.0,6.2,2017-01
2017-01-10,0.5,21.9,4.0,2017-01
2017-01-11,0.6,35.3,5.4,2017-01
2017-01-12,0.7,45.5,7.7,2017-01
2017-01-13,0.5,34.5,7.9,2017-01
2017-01-14,1.0,38.6,11.4,2017-01
2017-01-15,1.5,43.9,25.3,2017-01
2017-01-16,1.5,46.3,21.0,2017-01
2017-01-17,0.9,,11.1,2017-01
2017-01-18,0.7,,1.9,2017-01
2017-01-19,0.5,36.0,3.8,2017-01
2017-01-20,0.6,35.3,4.3,2017-01
2017-01-21,0.9,34.9,10.8,2017-01
2017-01-22,0.5,34.4,4.4,2017-01
2017-01-23,0.8,31.5,6.0,2017-01
2017-01-24,1.0,41.8,15.0,2017-01
2017-01-25,1.1,27.3,16.7,2017-01
2017-01-26,0.8,,13.5,2017-01
2017-01-27,0.8,,7.2,2017-01
2017-01-28,0.7,40.7,7.4,2017-01
2017-01-29,0.6,25.9,7.4,2017-01
2017-01-30,0.5,23.8,4.7,2017-01
2017-01-31,0.4,24.9,3.0,2017-01
2017-02-01,0.4,25.7,2.7,2017-02
2017-02-02,0.5,38.7,2.1,2017-02
2017-02-03,0.7,58.5,5.9,2017-02
2017-02-04,0.5,34.7,4.4,2017-02
2017-02-05,0.4,19.5,2.4,2017-02
2017-02-06,0.5,43.7,5.2,2017-02
2017-02-07,0.4,30.2,4.4,2017-02
2017-02-08,0.5,31.8,5.2,2017-02
2017-02-09,0.5,32.7,3.0,2017-02
2017-02-10,0.4,48.1,3.5,2017-02
2017-02-11,0.6,31.4,4.6,2017-02
2017-02-12,0.6,37.6,7.7,2017-02
2017-02-13,,46.7,10.4,2017-02
2017-02-14,,51.1,17.3,2017-02
2017-02-15,,40.9,5.1,2017-02
2017-02-16,0.6,43.1,4.2,2017-02
2017-02-17,0.5,38.1,3.9,2017-02
2017-02-18,0.6,38.4,6.1,2017-02
2017-02-19,0.5,22.5,3.0,2017-02
2017-02-20,0.6,41.8,4.3,2017-02
2017-02-21,0.5,35.2,4.8,2017-02
2017-02-22,0.5,34.5,4.6,2017-02
2017-02-23,0.8,38.5,8.5,2017-02
2017-02-24,0.7,43.9,6.2,2017-02
2017-02-25,0.6,30.8,6.5,2017-02
2017-02-26,0.5,22.0,2.3,2017-02
2017-02-27,0.6,36.1,5.4,2017-02
2017-02-28,0.5,38.4,5.4,2017-02
2017-03-01,0.5,38.2,3.8,2017-03
2017-03-02,0.5,39.1,3.9,2017-03
2017-03-03,0.5,46.9,3.1,2017-03
2017-03-04,0.4,28.9,2.2,2017-03
2017-03-05,0.4,19.5,1.9,2017-03
2017-03-06,0.5,36.6,2.9,2017-03
2017-03-07,0.4,34.7,2.7,2017-03
2017-03-08,0.5,45.6,4.7,2017-03
2017-03-09,0.6,40.9,5.7,2017-03
2017-03-10,0.7,45.2,4.5,2017-03
2017-03-11,0.7,40.6,5.9,2017-03
2017-03-12,0.5,25.8,3.6,2017-03
2017-03-13,0.7,37.3,6.7,2017-03
2017-03-14,0.5,41.7,4.1,2017-03
2017-03-15,0.5,50.8,3.4,2017-03
2017-03-16,0.7,37.3,4.3,2017-03
2017-03-17,0.7,36.9,7.1,2017-03
2017-03-18,0.5,28.0,2.3,2017-03
2017-03-19,0.5,27.5,4.6,2017-03
2017-03-20,0.7,42.6,4.9,2017-03
2017-03-21,0.8,54.6,7.6,2017-03
2017-03-22,0.4,47.6,3.2,2017-03
2017-03-23,0.6,37.8,4.3,2017-03
2017-03-24,0.5,37.8,4.1,2017-03
2017-03-25,0.5,24.7,3.4,2017-03
2017-03-26,0.5,38.7,3.3,2017-03
2017-03-27,0.4,36.0,4.6,2017-03
2017-03-28,0.4,32.8,3.2,2017-03
2017-03-29,0.5,27.6,2.0,2017-03
2017-03-30,0.5,36.1,3.7,2017-03
2017-03-31,0.7,48.2,10.4,2017-03
2017-04-01,0.6,29.7,7.5,2017-04
2017-04-02,0.3,23.2,5.5,2017-04
2017-04-03,0.5,47.6,7.0,2017-04
2017-04-04,0.8,48.1,10.0,2017-04
2017-04-05,0.6,44.0,6.7,2017-04
2017-04-06,0.5,39.9,4.7,2017-04
2017-04-07,0.3,33.1,4.5,2017-04
2017-04-08,0.4,22.1,4.0,2017-04
2017-04-09,0.6,41.9,5.9,2017-04
2017-04-10,0.5,40.5,5.1,2017-04
2017-04-11,0.5,36.7,3.3,2017-04
2017-04-12,,,4.7,2017-04
2017-04-13,0.5,30.3,4.7,2017-04
2017-04-14,0.4,38.5,4.9,2017-04
2017-04-15,0.5,31.7,5.6,2017-04
2017-04-16,0.7,43.1,7.5,2017-04
2017-04-17,0.6,39.7,6.4,2017-04
2017-04-18,0.4,36.9,6.0,2017-04
2017-04-19,0.6,36.7,7.4,2017-04
2017-04-20,0.5,37.0,6.6,2017-04
2017-04-21,0.6,47.6,4.7,2017-04
2017-04-22,0.5,44.4,3.1,2017-04
2017-04-23,0.4,22.2,3.5,2017-04
2017-04-24,0.4,32.0,3.5,2017-04
2017-04-25,0.5,34.3,3.4,2017-04
2017-04-26,0.4,31.3,3.0,2017-04
2017-04-27,0.5,40.4,4.8,2017-04
2017-04-28,0.6,41.5,6.2,2017-04
2017-04-29,0.5,23.6,5.8,2017-04
2017-04-30,0.4,22.0,3.0,2017-04
2017-05-01,0.6,,5.0,2017-05
2017-05-02,0.7,,6.7,2017-05
2017-05-03,0.6,29.0,7.0,2017-05
2017-05-04,0.6,28.5,9.0,2017-05
2017-05-05,0.4,31.4,4.5,2017-05
2017-05-06,0.5,29.5,3.5,2017-05
2017-05-07,0.5,19.8,3.1,2017-05
2017-05-08,0.6,31.8,5.9,2017-05
2017-05-09,0.5,40.3,6.8,2017-05
2017-05-10,0.6,54.4,8.0,2017-05
2017-05-11,0.4,32.1,3.5,2017-05
2017-05-12,0.5,29.0,3.6,2017-05
2017-05-13,0.4,,2.8,2017-05
2017-05-14,0.4,,3.3,2017-05
2017-05-15,0.6,,3.5,2017-05
2017-05-16,0.6,,3.3,2017-05
2017-05-17,0.6,31.6,5.0,2017-05
2017-05-18,0.7,46.8,8.2,2017-05
2017-05-19,0.6,34.4,7.5,2017-05
2017-05-20,0.5,26.9,5.0,2017-05
2017-05-21,0.5,22.8,7.7,2017-05
2017-05-22,0.6,60.0,10.0,2017-05
2017-05-23,0.7,56.6,11.1,2017-05
2017-05-24,0.4,30.5,5.7,2017-05
2017-05-25,0.6,43.2,9.3,2017-05
2017-05-26,0.6,46.3,9.4,2017-05
2017-05-27,0.6,49.7,12.3,2017-05
2017-05-28,0.6,45.3,11.7,2017-05
2017-05-29,0.6,38.0,8.9,2017-05
2017-05-30,0.6,35.3,6.3,2017-05
2017-05-31,0.5,37.7,5.4,2017-05
2017-06-01,0.5,32.2,4.2,2017-06
2017-06-02,0.5,31.7,4.5,2017-06
2017-06-03,0.4,22.5,4.7,2017-06
2017-06-04,0.5,24.6,5.4,2017-06
2017-06-05,0.5,26.4,6.9,2017-06
2017-06-06,0.6,47.3,7.5,2017-06
2017-06-07,0.6,40.7,7.6,2017-06
2017-06-08,0.4,37.3,5.0,2017-06
2017-06-09,0.4,28.8,5.2,2017-06
2017-06-10,0.4,20.2,4.1,2017-06
2017-06-11,0.4,26.0,5.2,2017-06
2017-06-12,0.4,28.2,8.1,2017-06
2017-06-13,0.5,31.9,5.2,2017-06
2017-06-14,0.5,30.0,,2017-06
2017-06-15,0.5,17.7,,2017-06
2017-06-16,0.5,30.7,,2017-06
2017-06-17,0.5,22.3,4.4,2017-06
2017-06-18,0.4,13.4,4.5,2017-06
2017-06-19,0.6,31.8,6.6,2017-06
2017-06-20,0.5,29.1,5.7,2017-06
2017-06-21,0.4,21.0,6.0,2017-06
2017-06-22,0.5,27.1,4.7,2017-06
2017-06-23,0.5,25.7,5.9,2017-06
2017-06-24,0.6,27.1,7.2,2017-06
2017-06-25,0.6,62.4,12.2,2017-06
2017-06-26,0.5,29.9,8.9,2017-06
2017-06-27,0.6,44.0,7.9,2017-06
2017-06-28,0.5,29.8,8.1,2017-06
2017-06-29,0.6,41.9,11.1,2017-06
2017-06-30,0.6,34.5,10.7,2017-06
2017-07-01,0.7,37.3,8.4,2017-07
2017-07-02,0.6,27.5,8.1,2017-07
2017-07-03,0.5,22.5,4.7,2017-07
2017-07-04,0.5,21.1,10.1,2017-07
2017-07-05,0.6,38.4,21.8,2017-07
2017-07-06,0.6,38.5,11.1,2017-07
2017-07-07,0.5,33.1,7.4,2017-07
2017-07-08,0.5,21.0,5.1,2017-07
2017-07-09,0.5,25.6,5.0,2017-07
2017-07-10,0.5,29.6,6.7,2017-07
2017-07-11,0.5,26.1,6.4,2017-07
2017-07-12,0.6,29.0,6.9,2017-07
2017-07-13,0.5,26.2,4.2,2017-07
2017-07-14,0.5,39.7,6.2,2017-07
2017-07-15,0.4,18.6,3.8,2017-07
2017-07-16,0.4,16.3,4.1,2017-07
2017-07-17,0.5,24.6,4.7,2017-07
2017-07-18,0.6,36.7,7.1,2017-07
2017-07-19,0.5,29.6,7.2,2017-07
2017-07-20,0.4,25.9,3.8,2017-07
2017-07-21,0.6,31.8,6.8,2017-07
2017-07-22,0.4,26.0,4.2,2017-07
2017-07-23,0.5,20.0,3.7,2017-07
2017-07-24,0.5,37.6,6.7,2017-07
2017-07-25,0.6,39.5,7.6,2017-07
2017-07-26,0.6,43.9,8.0,2017-07
2017-07-27,0.5,30.6,6.5,2017-07
2017-07-28,0.5,29.7,5.7,2017-07
2017-07-29,0.5,31.8,4.8,2017-07
2017-07-30,0.4,22.6,4.4,2017-07
2017-07-31,0.5,29.5,6.5,2017-07
2017-08-01,0.6,45.8,17.1,2017-08
2017-08-02,0.7,38.1,43.2,2017-08
2017-08-03,1.1,71.7,56.0,2017-08
2017-08-04,1.1,85.9,51.0,2017-08
2017-08-05,0.6,44.2,13.7,2017-08
2017-08-06,0.6,40.2,18.9,2017-08
2017-08-07,,68.7,31.0,2017-08
2017-08-08,,65.3,39.0,2017-08
2017-08-09,1.1,70.0,49.3,2017-08
2017-08-10,1.0,58.2,38.1,2017-08
2017-08-11,0.8,48.4,21.5,2017-08
2017-08-12,,15.9,3.0,2017-08
2017-08-13,,,2.1,2017-08
2017-08-14,0.5,,6.7,2017-08
2017-08-15,0.5,34.7,7.4,2017-08
2017-08-16,0.5,40.7,8.1,2017-08
2017-08-17,0.6,26.9,3.9,2017-08
2017-08-18,0.6,34.7,6.8,2017-08
2017-08-19,0.5,22.1,4.0,2017-08
2017-08-20,0.5,28.9,4.0,2017-08
2017-08-21,0.5,24.6,4.4,2017-08
2017-08-22,0.7,54.0,10.7,2017-08
2017-08-23,0.5,26.0,4.5,2017-08
2017-08-24,0.5,27.3,5.8,2017-08
2017-08-25,0.5,26.5,4.9,2017-08
2017-08-26,0.5,29.5,5.1,2017-08
2017-08-27,0.6,28.8,5.9,2017-08
2017-08-28,0.8,65.1,13.5,2017-08
2017-08-29,0.8,51.9,20.7,2017-08
2017-08-30,0.5,32.8,2.8,2017-08
2017-08-31,0.5,36.6,6.4,2017-08
2017-09-01,0.6,43.2,5.8,2017-09
2017-09-02,0.6,40.5,5.2,2017-09
2017-09-03,0.6,30.9,5.1,2017-09
2017-09-04,0.6,23.3,6.8,2017-09
2017-09-05,1.0,50.6,26.9,2017-09
2017-09-06,0.9,45.6,34.4,2017-09
2017-09-07,0.8,49.8,24.8,2017-09
2017-09-08,0.8,40.1,16.9,2017-09
2017-09-09,0.6,23.3,5.3,2017-09
2017-09-10,0.5,31.9,6.6,2017-09
2017-09-11,0.7,42.2,7.4,2017-09
2017-09-12,0.5,24.8,4.9,2017-09
2017-09-13,0.2,39.0,8.3,2017-09
2017-09-14,,39.8,5.1,2017-09
2017-09-15,,50.8,12.8,2017-09
2017-09-16,,70.2,34.0,2017-09
2017-09-17,,,11.8,2017-09
2017-09-18,0.4,,4.7,2017-09
2017-09-19,0.5,48.2,5.5,2017-09
2017-09-20,0.4,27.4,4.4,2017-09
2017-09-21,,33.3,7.7,2017-09
2017-09-22,,35.3,10.3,2017-09
2017-09-23,,42.1,10.2,2017-09
2017-09-24,,,11.0,2017-09
2017-09-25,0.6,38.9,7.4,2017-09
2017-09-26,0.6,25.7,7.7,2017-09
2017-09-27,0.8,35.5,9.2,2017-09
2017-09-28,0.8,48.4,15.5,2017-09
2017-09-29,0.5,29.1,6.0,2017-09
2017-09-30,0.6,26.5,5.0,2017-09
2017-10-01,0.6,23.5,4.2,2017-10
2017-10-02,0.6,35.6,6.8,2017-10
2017-10-03,0.5,23.6,5.4,2017-10
2017-10-04,0.7,42.1,8.2,2017-10
2017-10-05,0.9,51.8,16.7,2017-10
2017-10-06,0.9,30.3,8.4,2017-10
2017-10-07,0.4,18.4,5.1,2017-10
2017-10-08,0.7,33.1,6.1,2017-10
2017-10-09,0.8,42.7,10.1,2017-10
2017-10-10,0.6,26.9,6.6,2017-10
2017-10-11,0.6,44.6,5.6,2017-10
2017-10-12,0.5,29.0,4.1,2017-10
2017-10-13,0.5,35.7,3.4,2017-10
2017-10-14,0.6,27.1,5.5,2017-10
2017-10-15,0.5,23.4,6.8,2017-10
2017-10-16,0.6,26.4,8.2,2017-10
2017-10-17,0.4,32.7,6.8,2017-10
2017-10-18,0.4,,5.9,2017-10
2017-10-19,0.4,,3.9,2017-10
2017-10-20,0.5,,5.3,2017-10
2017-10-21,0.4,,3.0,2017-10
2017-10-22,0.4,,6.8,2017-10
2017-10-23,0.8,,11.1,2017-10
2017-10-24,0.7,,7.1,2017-10
2017-10-25,0.5,,13.1,2017-10
2017-10-26,,,8.6,2017-10
2017-10-27,,28.4,12.1,2017-10
2017-10-28,,37.6,26.4,2017-10
2017-10-29,,,24.5,2017-10
2017-10-30,,,16.2,2017-10
2017-10-31,,,16.7,2017-10
2017-11-01,0.5,,6.9,2017-11
2017-11-02,0.4,,3.7,2017-11
2017-11-03,0.3,18.2,5.7,2017-11
2017-11-04,0.6,32.5,8.5,2017-11
2017-11-05,0.7,30.4,8.5,2017-11
2017-11-06,1.0,39.7,12.5,2017-11
2017-11-07,0.9,55.9,,2017-11
2017-11-08,0.8,49.1,,2017-11
2017-11-09,0.8,44.1,,2017-11
2017-11-10,0.8,29.4,,2017-11
2017-11-11,0.9,28.5,,2017-11
2017-11-12,0.5,23.2,,2017-11
2017-11-13,0.4,26.0,,2017-11
2017-11-14,0.4,25.6,,2017-11
2017-11-15,0.6,36.7,,2017-11
2017-11-16,0.5,41.9,,2017-11
2017-11-17,0.6,46.0,,2017-11
2017-11-18,0.6,31.3,,2017-11
2017-11-19,0.6,27.8,,2017-11
2017-11-20,0.5,,,2017-11
2017-11-21,0.9,,,2017-11
2017-11-22,0.7,,,2017-11
2017-11-23,0.5,,,2017-11
2017-11-26,0.4,,,2017-11
2017-11-27,0.6,,,2017-11
2017-11-28,0.6,,,2017-11
2017-11-29,0.6,,,2017-11
2017-11-30,0.5,,4.9,2017-11
2017-12-01,0.5,,4.9,2017-12
2017-12-02,0.5,,4.1,2017-12
2017-12-03,0.5,,6.4,2017-12
2017-12-04,0.7,,11.5,2017-12
2017-12-05,0.6,,7.0,2017-12
2017-12-06,0.8,,7.8,2017-12
2017-12-07,1.3,,15.2,2017-12
2017-12-08,1.7,,23.3,2017-12
2017-12-09,2.2,,28.7,2017-12
2017-12-10,2.1,,13.9,2017-12
2017-12-11,1.2,,20.6,2017-12
2017-12-12,1.0,,13.4,2017-12
2017-12-13,0.6,,12.0,2017-12
2017-12-14,1.3,,17.2,2017-12
2017-12-15,1.3,,13.3,2017-12
2017-12-16,0.6,,7.1,2017-12
2017-12-17,0.5,,2.8,2017-12
2017-12-18,0.4,,1.0,2017-12
2017-12-19,0.4,,3.5,2017-12
2017-12-20,0.6,,6.1,2017-12
2017-12-21,0.6,,7.3,2017-12
2017-12-22,0.5,,5.7,2017-12
2017-12-23,0.4,,4.0,2017-12
2017-12-24,0.4,,4.0,2017-12
2017-12-25,0.6,,10.7,2017-12
2017-12-26,0.6,,8.7,2017-12
2017-12-27,0.7,,8.6,2017-12
2017-12-28,0.6,,4.2,2017-12
2017-12-29,0.5,,3.0,2017-12
2017-12-30,0.5,,5.0,2017-12
2017-12-31,0.4,,6.4,2017-12
2018-01-01,0.4,,9.7,2018-01
2018-01-02,0.7,,8.0,2018-01
2018-01-03,0.7,,9.7,2018-01
2018-01-04,1.3,,21.0,2018-01
2018-01-05,1.1,,10.9,2018-01
2018-01-06,0.6,30.6,5.0,2018-01
2018-01-07,0.5,25.6,7.1,2018-01
2018-01-08,1.0,37.5,8.2,2018-01
2018-01-09,0.6,45.6,4.6,2018-01
2018-01-10,0.6,42.4,5.4,2018-01
2018-01-11,0.5,34.1,3.4,2018-01
2018-01-12,0.5,37.2,4.6,2018-01
2018-01-13,0.5,24.7,5.5,2018-01
2018-01-14,0.9,30.5,9.6,2018-01
2018-01-15,1.1,31.8,13.8,2018-01
2018-01-16,0.6,41.0,6.4,2018-01
2018-01-17,0.8,50.5,8.0,2018-01
2018-01-18,0.5,36.9,4.7,2018-01
2018-01-19,0.5,39.0,4.3,2018-01
2018-01-20,0.4,19.2,2.2,2018-01
2018-01-21,0.4,20.1,0.9,2018-01
2018-01-22,0.5,34.9,5.0,2018-01
2018-01-23,0.6,55.2,3.3,2018-01
2018-01-24,0.4,29.0,1.9,2018-01
2018-01-25,0.5,43.5,4.1,2018-01
2018-01-26,0.4,45.7,3.4,2018-01
2018-01-27,0.5,22.4,3.2,2018-01
2018-01-28,0.5,24.4,3.2,2018-01
2018-01-29,0.6,37.6,4.5,2018-01
2018-01-30,0.5,43.3,6.5,2018-01
2018-01-31,0.5,50.4,5.5,2018-01
2018-02-01,0.4,33.7,4.2,2018-02
2018-02-02,0.5,32.0,3.5,2018-02
2018-02-03,0.5,20.6,2.2,2018-02
2018-02-04,0.4,20.3,1.1,2018-02
2018-02-05,0.5,42.6,3.6,2018-02
2018-02-06,0.6,36.7,3.5,2018-02
2018-02-07,0.6,35.9,6.4,2018-02
2018-02-08,0.5,32.6,4.8,2018-02
2018-02-09,0.6,45.2,5.3,2018-02
2018-02-10,0.5,30.2,6.1,2018-02
2018-02-11,0.5,21.4,8.5,2018-02
2018-02-12,0.5,39.5,3.3,2018-02
2018-02-13,0.7,54.7,10.6,2018-02
2018-02-14,0.5,53.4,6.2,2018-02
2018-02-15,0.6,39.9,8.6,2018-02
2018-02-16,0.5,36.3,4.7,2018-02
2018-02-17,0.4,23.6,,2018-02
2018-02-18,0.4,21.8,,2018-02
2018-02-19,0.5,33.9,,2018-02
2018-02-20,0.6,37.4,,2018-02
2018-02-21,0.6,37.4,7.0,2018-02
2018-02-22,0.5,26.8,,2018-02
2018-02-23,0.5,31.4,6.0,2018-02
2018-02-24,0.5,31.4,4.9,2018-02
2018-02-25,0.4,23.5,3.5,2018-02
2018-02-26,0.7,51.6,6.1,2018-02
2018-02-27,0.6,30.2,5.7,2018-02
2018-02-28,0.5,40.0,5.1,2018-02
2018-03-01,0.6,38.2,6.4,2018-03
2018-03-02,0.5,42.6,6.3,2018-03
2018-03-03,0.5,32.1,5.6,2018-03
2018-03-04,0.6,28.6,9.3,2018-03
2018-03-05,0.6,36.2,5.6,2018-03
2018-03-06,0.4,21.6,4.3,2018-03
2018-03-07,0.6,38.6,5.1,2018-03
2018-03-08,0.6,40.0,7.3,2018-03
2018-03-09,0.6,,7.6,2018-03
2018-03-10,0.8,,8.5,2018-03
2018-03-11,0.9,47.8,12.8,2018-03
2018-03-12,1.0,56.3,12.1,2018-03
2018-03-13,0.5,51.4,5.3,2018-03
2018-03-14,0.5,51.7,5.1,2018-03
2018-03-15,0.6,38.2,6.9,2018-03
2018-03-16,0.5,38.4,6.5,2018-03
2018-03-17,0.5,30.9,8.7,2018-03
2018-03-18,0.6,29.8,4.7,2018-03
2018-03-19,0.6,40.2,8.8,2018-03
2018-03-20,0.6,33.7,6.5,2018-03
2018-03-21,0.8,50.8,12.4,2018-03
2018-03-22,0.6,43.4,6.3,2018-03
2018-03-23,0.5,35.9,2.7,2018-03
2018-03-24,0.6,31.4,5.1,2018-03
2018-03-25,0.6,29.2,5.8,2018-03
2018-03-26,0.4,37.4,3.6,2018-03
2018-03-27,0.5,26.9,3.7,2018-03
2018-03-28,0.5,26.6,5.2,2018-03
2018-03-29,0.6,35.2,6.2,2018-03
2018-03-30,0.6,33.8,5.9,2018-03
2018-03-31,0.6,48.3,7.0,2018-03
2018-04-01,0.5,18.9,3.7,2018-04
2018-04-02,0.4,34.2,4.4,2018-04
2018-04-03,0.5,41.0,6.7,2018-04
2018-04-04,0.4,21.8,3.4,2018-04
2018-04-05,0.7,37.3,8.1,2018-04
2018-04-06,0.7,33.2,5.5,2018-04
2018-04-07,0.6,29.1,5.9,2018-04
2018-04-08,0.4,12.7,3.1,2018-04
2018-04-09,0.7,45.6,6.0,2018-04
2018-04-10,0.6,42.8,7.1,2018-04
2018-04-11,0.4,26.9,3.7,2018-04
2018-04-12,0.5,38.2,4.0,2018-04
2018-04-13,0.4,25.2,4.3,2018-04
2018-04-14,0.6,32.1,4.2,2018-04
2018-04-15,0.5,22.0,3.7,2018-04
2018-04-16,0.4,40.9,4.7,2018-04
2018-04-17,0.5,41.0,,2018-04
2018-04-18,0.4,20.9,,2018-04
2018-04-19,0.5,34.2,,2018-04
2018-04-20,0.6,34.5,,2018-04
2018-04-21,0.4,27.0,9.2,2018-04
2018-04-22,0.3,17.5,9.0,2018-04
2018-04-23,0.5,53.3,7.6,2018-04
2018-04-24,0.6,53.8,9.2,2018-04
2018-04-25,0.6,32.4,8.5,2018-04
2018-04-26,0.6,41.4,10.6,2018-04
2018-04-27,0.5,41.9,8.2,2018-04
2018-04-28,0.5,26.1,6.4,2018-04
2018-04-29,0.5,27.8,3.6,2018-04
2018-04-30,0.6,43.9,7.2,2018-04
2018-05-01,0.6,49.8,9.2,2018-05
2018-05-02,0.6,,9.9,2018-05
